x_over_c,cp
0.995,0.9980865949303658
0.985,0.9998926208079617
0.975,0.999902337028484
0.965,0.9998947646680365
0.95,0.9997372077917889
0.9299999999999999,0.9996763095877833
0.91,0.9995714848544646
0.89,0.9994417986104044
0.87,0.9992933958489782
0.85,0.9991289696140521
0.83,0.998949768490191
0.81,0.9987573216028129
0.79,0.9985534497690234
0.77,0.9983384995507067
0.75,0.998113939714157
0.73,0.9978809200451846
0.71,0.9976389331427118
0.69,0.9973871205978027
0.67,0.997134521851275
0.65,0.9968834409643513
0.63,0.9966356161151627
0.61,0.9963939139516946
0.59,0.9961646587231596
0.5700000000000001,0.9959402740723473
0.55,0.9957221344090986
0.53,0.9955106550569258
0.51,0.995305737556218
0.49,0.9951032887331547
0.47,0.9949173822450461
0.45,0.9947544745891266
0.43,0.9946160482184326
0.41000000000000003,0.9945109779275402
0.39,0.9944543580193609
0.37,0.9944128162980159
0.35,0.9943757196547053
0.33,0.9943392048373696
0.31,0.9942813538648066
0.29000000000000004,0.9941586848197796
0.27,0.9940823288122537
0.25,0.9940861610223833
0.22999999999999998,0.9941735586989574
0.21000000000000002,0.9943790650122238
0.19,0.9947563004017477
0.16999999999999998,0.995209475741318
0.15000000000000002,0.9957062724124011
0.13,0.9963370651568039
0.11,0.997245300001966
0.09,0.9984253658612617
0.07,0.9996777257969172
0.055,0.9999616128341668
0.045,0.9988497012549036
0.035,0.9938004884981779
0.025,0.9745195586059332
0.016,0.9212195241070881
0.01,0.838242404615452
0.006,0.6653091773105938
0.003,0.34060013020910274
0.0015,-2.2200881473199985e-6
0.00075,-0.2900911385554612
0.00025,-0.5555426146512334
0.00025,-0.6322548954433613
0.00075,-0.8193971142803924
0.0015,-0.5082752971125395
0.003,-0.1694701108360055
0.006,0.21886507341393724
0.01,0.46316312080157984
0.016,0.7209231730209561
0.025,0.8938499999402842
0.035,0.9495613538752465
0.045,0.9725394109258951
0.055,0.9839145463784271
0.07,0.9910383408141321
0.09,0.9941336208665119
0.11,0.995168830070644
0.13,0.9955166372256157
0.15000000000000002,0.9955514233361239
0.16999999999999998,0.9954614751268844
0.19,0.995326140130756
0.21000000000000002,0.9951802209167551
0.22999999999999998,0.9950553840380535
0.25,0.994959030405919
0.27,0.9948869942922552
0.29000000000000004,0.9948266919731513
0.31,0.9947617485986741
0.33,0.9947334675937621
0.35,0.9947397082563711
0.37,0.9947728453361169
0.39,0.9948330547223773
0.41000000000000003,0.99492010614419
0.43,0.9950274531843771
0.45,0.9951521641893568
0.47,0.9952954564511732
0.49,0.9954544915352167
0.51,0.9956271758991591
0.53,0.9958139570394892
0.55,0.9960128237546882
0.5700000000000001,0.9962223927927003
0.59,0.9964401992566532
0.61,0.9966658343250822
0.63,0.9968964552672148
0.65,0.9971304496388788
0.67,0.9973665316256851
0.69,0.997601639596072
0.71,0.9978347876711401
0.73,0.9980634764603425
0.75,0.9982864710784892
0.77,0.998502036192934
0.79,0.9987088403327994
0.81,0.9989055813247161
0.83,0.9990909664337809
0.85,0.9992636796211587
0.87,0.9994223721026567
0.89,0.99956563040994
0.91,0.999691968266164
0.9299999999999999,0.9998006091361785
0.95,0.9999020806988762
0.965,0.9999505567232699
0.975,0.9999791717223304
0.985,0.9999963576073898
0.995,0.9999873066221747
