x_over_c,cp
0.995,0.997576151575664
0.985,0.9998226655809846
0.975,0.9998126816401095
0.965,0.9997707732425823
0.95,0.9994534654811242
0.9299999999999999,0.9992446483228207
0.91,0.9989432515282828
0.89,0.9985772056697342
0.87,0.9981570615674685
0.85,0.9976886575510531
0.83,0.9971757628459973
0.81,0.9966226371641291
0.79,0.9960340655515068
0.77,0.995412444779861
0.75,0.9947618366194441
0.73,0.9940857361886517
0.71,0.9933847216871978
0.69,0.9926583519267337
0.67,0.9919228141633218
0.65,0.9911847469949888
0.63,0.9904501519477501
0.61,0.9897270553359762
0.59,0.9890297858805227
0.5700000000000001,0.9883490513096546
0.55,0.9876882517061814
0.53,0.9870488918324087
0.51,0.9864312694617221
0.49,0.9858282713998906
0.47,0.9852645946733054
0.45,0.9847559140188084
0.43,0.9843102823618332
0.41000000000000003,0.9839487021183901
0.39,0.9837050503384304
0.37,0.9835254987748607
0.35,0.9833843780421035
0.33,0.9832659558015184
0.31,0.983121508084096
0.29000000000000004,0.9828585697416543
0.27,0.9826666745155044
0.25,0.9826327198267487
0.22999999999999998,0.9827935833887419
0.21000000000000002,0.983238359855379
0.19,0.9840946428727129
0.16999999999999998,0.9852021139191752
0.15000000000000002,0.986471580158349
0.13,0.9880451474450193
0.11,0.9902170067018689
0.09,0.9930827628513619
0.07,0.996637959066303
0.055,0.999031426208185
0.045,0.9999991569675187
0.035,0.9977712430131876
0.025,0.9822488658277861
0.016,0.9320133192888053
0.01,0.8500975033114729
0.006,0.6778629306866868
0.003,0.35085108355892713
0.0015,0.006045121391566433
0.00075,-0.2882692613426592
0.00025,-0.5590788445350305
0.00025,-0.6502331941582222
0.00075,-0.8527059152479899
0.0015,-0.5400672613641015
0.003,-0.20155473080613096
0.006,0.18737224974397926
0.01,0.43229134933204494
0.016,0.6959701266867688
0.025,0.876820890234341
0.035,0.9366691457721869
0.045,0.9617793242033371
0.055,0.9746702569418653
0.07,0.9831224713084572
0.09,0.9867054319316722
0.11,0.9875941498231878
0.13,0.9875614230199733
0.15000000000000002,0.9871238432924355
0.16999999999999998,0.9865656407263244
0.19,0.9860114601526274
0.21000000000000002,0.9855134112042993
0.22999999999999998,0.9851192760456264
0.25,0.9848353524777923
0.27,0.9846457209284931
0.29000000000000004,0.9845173926143449
0.31,0.9844093652309309
0.33,0.9843874180784756
0.35,0.9844493944338151
0.37,0.9845832985654135
0.39,0.9847899339194547
0.41000000000000003,0.9850692403297286
0.43,0.9854089765873356
0.45,0.9858017784723947
0.47,0.9862473557882776
0.49,0.9867384575941646
0.51,0.9872689815595734
0.53,0.9878375690940115
0.55,0.9884388878550495
0.5700000000000001,0.9890686880684969
0.59,0.9897207210507106
0.61,0.9903922321516275
0.63,0.9910761229644234
0.65,0.9917672568461973
0.67,0.9924611256597385
0.69,0.9931501839161619
0.71,0.9938306236886316
0.73,0.9944962335555914
0.75,0.9951431338307989
0.77,0.9957666984513075
0.79,0.9963630319954422
0.81,0.9969283033178943
0.83,0.9974586936110358
0.85,0.9979503445123986
0.87,0.9983993587141741
0.89,0.9988017724329337
0.91,0.9991535770390239
0.9299999999999999,0.9994520282464343
0.95,0.9997135184731373
0.965,0.9998607393720065
0.975,0.9999309508589749
0.985,0.9999784408234567
0.995,0.999996269914205
