x_over_c,cp
0.975,0.9904842612124167
0.925,0.9972223552667804
0.8500000000000001,0.9925681964833974
0.75,0.9874143146400051
0.6499999999999999,0.9811781610938682
0.55,0.9751309029997631
0.45,0.969667743869318
0.35,0.9678625174165582
0.275,0.9678857613899032
0.225,0.9692377309363241
0.175,0.9727346183345958
0.125,0.9801346035260421
0.0875,0.9858963961122501
0.0625,0.9933920907038933
0.037500000000000006,0.9999836449959973
0.018750000000000003,0.9840550534973435
0.00625,0.651777314109677
0.00625,0.30037540901969595
0.018750000000000003,0.8150512924678255
0.037500000000000006,0.9356084197360051
0.0625,0.9721308744264442
0.0875,0.9776026496828211
0.125,0.9780555469630264
0.175,0.9758513786378097
0.225,0.9739148785183356
0.275,0.9712706634740348
0.35,0.9715106459452794
0.45,0.9725989150798954
0.55,0.9775349073701435
0.6499999999999999,0.9832552364378416
0.75,0.9889109360520546
0.8500000000000001,0.9942070238378603
0.925,0.9981668581928882
0.975,0.995123252802286
