x_over_c,cp
0.975,0.9850606361952869
0.925,0.9947676711214883
0.8500000000000001,0.9849061948249671
0.75,0.972127900321356
0.6499999999999999,0.9566898434034747
0.55,0.9412114144110194
0.45,0.9272388852110285
0.35,0.9206407751318764
0.275,0.9184599468154655
0.225,0.9218577825101282
0.175,0.9299761496262704
0.125,0.946266845330658
0.0875,0.9594516669699601
0.0625,0.9759157572853129
0.037500000000000006,0.9966072537105807
0.018750000000000003,0.9946416291922368
0.00625,0.6771420118451827
0.00625,0.2606808463838106
0.018750000000000003,0.776058683816136
0.037500000000000006,0.9051681342249467
0.0625,0.9455686489269706
0.0875,0.9494547126265156
0.125,0.9459746327695744
0.175,0.9381963258046931
0.225,0.9326394238873352
0.275,0.9272591180131435
0.35,0.9287202954039078
0.45,0.9332721797441665
0.55,0.9458888514241443
0.6499999999999999,0.9605272736191185
0.75,0.9747779006522963
0.8500000000000001,0.9874407621092348
0.925,0.9962032019471125
0.975,0.9911438638370935
