x_over_c,cp
0.9983842890871983,0.9999952217941452
0.9920264916563288,0.9999970575388673
0.9796260354556005,0.9999963165732961
0.9616131097682981,0.9999970654397872
0.9383828884709272,0.999916135181711
0.9102805234303093,0.9996575690491047
0.8776711753171396,0.9991428924668795
0.8410200488214814,0.9982972334450004
0.8008623794469567,0.9970055675222731
0.7577634159029973,0.9951622740228149
0.7123184201048463,0.9926786389970129
0.6651426627716196,0.9895003185364825
0.6168714234263076,0.9857206589811791
0.5681399815919004,0.9812510883215252
0.5195035815758934,0.9762759165444794
0.4713473928528552,0.971232003493254
0.42396654527992317,0.9667400786304979
0.3776361599103606,0.9631541727693073
0.33262135339549403,0.9608134032141263
0.28914222257793426,0.9599588876598771
0.24744387530513423,0.9608438890229251
0.20789147224778903,0.962898000785279
0.1708901916843411,0.9659520544700659
0.13681519868742248,0.9697477288357941
0.10600164072191764,0.9740554698743048
0.07873464324302694,0.9784281909088567
0.05526431629917164,0.9820158706291916
0.035780743527151944,0.9830855388572234
0.020423986554083798,0.9760222499577463
0.009274080595462003,0.9316400833112636
0.002376045460002401,0.6448721542492746
0.00023510344551602705,-0.29363589388835565
0.0036015846972667974,0.4881964347347142
0.012600544239465366,0.9658849001810348
0.027001880827564127,0.9999356201853563
0.04669554604025771,0.9928682060118538
0.07157149145624075,0.9849744373859629
0.10144963784064989,0.9785621749951693
0.13606987074312699,0.9730402259983448
0.1750820360958822,0.9684755942781345
0.2180659490175677,0.9650424253258747
0.26455140261715154,0.9631084373321792
0.3139981591900436,0.9628941735390043
0.36582096122293806,0.9644985435934058
0.4193995357957502,0.9677743340850552
0.47407359238064756,0.9723188876814307
0.5291728360478611,0.9774710687219508
0.5840219696666533,0.9825998098433083
0.6379356917043499,0.9871897630122832
0.6902337028292449,0.9910325645972846
0.7402707191164113,0.9940459021726318
0.7874164632438273,0.9962946719847623
0.831070671095282,0.9978607647136196
0.8706730961623115,0.9989030043944065
0.9057035095441994,0.9995305020091917
0.9357067109528192,0.999862744521416
0.9602825243106967,0.9999814611515027
0.9791058065548841,0.9999999994202757
0.9918914322301813,0.9999990727467903
0.9983692824842931,0.9999970457194324
