x_over_c,cp
0.975,0.9983619935645018
0.925,0.9999400700416735
0.8500000000000001,0.9999938126733886
0.75,0.9998407477196423
0.6499999999999999,0.9994102102724746
0.55,0.9987613754850194
0.45,0.9981266419427026
0.35,0.9971223863648832
0.275,0.9960969888711121
0.225,0.9962441601642935
0.175,0.9962857586278403
0.125,0.9957332734507629
0.0875,0.9952931680912329
0.0625,0.9926234530497212
0.037500000000000006,0.9793601579381385
0.018750000000000003,0.9409276828444139
0.00625,0.6047070828295775
0.00625,0.40850101826768315
0.018750000000000003,0.8939810735318893
0.037500000000000006,0.9836894499900883
0.0625,0.9997706330778393
0.0875,0.9995348672753137
0.125,0.998104342928289
0.175,0.9968208536919325
0.225,0.9962542466496715
0.275,0.9966081519055763
0.35,0.9970382819949657
0.45,0.9979309961646003
0.55,0.9985316478241513
0.6499999999999999,0.9992016443257065
0.75,0.9997255126150456
0.8500000000000001,0.9999654685713497
0.925,0.9999999872428013
0.975,0.9997995634864012
